09182034-se-dk	p03-mirror-and-migration	CONFIRMED	Issue numbers are preserved, including the gap	source #1,3, migrated #1,3
09182034-se-dk	p03-mirror-and-migration	CONFIRMED	Issue creation times are preserved	source 2026-09-18T20:34:07Z,2026-09-18T20:34:07Z | migrated 2026-09-18T20:34:07Z,2026-09-18T20:34:07Z
09182034-se-dk	p03-mirror-and-migration	INFO	Authors after migration (source login -> migrated user / original_author)	#1 bob -> Ghost / ; #3 alice -> Ghost / 
09182034-se-dk	p03-mirror-and-migration	INFO	Comments after migration	[{"user":"Ghost","original_author":"","created_at":"2026-09-18T20:34:07Z"}]
09182034-se-dk	p03-mirror-and-migration	INFO	Labels / milestones after migration	1 labels, 1 milestones
09182034-se-dk	p04-issues-sudo	CONFIRMED	An issue created with Sudo: bob is authored by bob	author=bob
09182034-se-dk	p04-issues-sudo	CONFIRMED	The issue's created_at can't be set (it gets the current time)	sent created_at=2020-01-02T03:04:05Z, got 2026-09-18T20:34:13Z
09182034-se-dk	p04-issues-sudo	CONFIRMED	Only site admins can use sudo (so ForgeSync needs a site-admin token)	non-admin token + Sudo -> HTTP 403 Only administrators allowed to sudo.
09182034-se-dk	p04-issues-sudo	INFO	Setting updated_at before the issue was created	HTTP 403: user needs to have admin or repository owner right to set an update date
09182034-se-dk	p04-issues-sudo	REFUTED	An edit made with Sudo: bob (not the owner) can set updated_at	HTTP 403 user needs to have admin or repository owner right to set an update date
09182034-se-dk	p04-issues-sudo	CONFIRMED	An edit made as forgesync (site admin, no sudo) can set updated_at, within creation..now	HTTP 201; updated_at=2026-09-18T20:34:13Z . So the author (sudo) and the timestamp can't both be kept, and history can't be backdated.
09182034-se-dk	p04-issues-sudo	CONFIRMED	A comment made with Sudo: carol is carol's	HTTP 201 ; created_at=2026-09-18T20:34:13Z
09182034-se-dk	p04-issues-sudo	INFO	Next issue number on each node	DK gave #1, SE gave #2
09182034-se-dk	p04-issues-sudo	CONFIRMED	Nodes number issues independently, so concurrent issues on two nodes can collide	SE already had issues up to #2; DK started at #1 and continued with #2. Any issue created on a replica takes a number the primary may also use.
09182034-se-dk	p05-webhooks	CONFIRMED	git push sends a webhook	received: push by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	create branch (API) sends a webhook	received: create by forgesync, push by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	delete branch (API) sends a webhook	received: delete by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	create issue (sudo alice) sends a webhook	received: issues/opened by alice
09182034-se-dk	p05-webhooks	CONFIRMED	edit issue title sends a webhook	received: issues/edited by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	comment on issue sends a webhook	received: issue_comment/created by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	edit comment sends a webhook	received: issue_comment/edited by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	create repo label sends no webhook (must be found by polling)	received: nothing
09182034-se-dk	p05-webhooks	CONFIRMED	edit repo label sends no webhook (must be found by polling)	received: nothing
09182034-se-dk	p05-webhooks	CONFIRMED	add label to issue sends a webhook	received: issue_label/label_updated by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	create milestone sends no webhook (must be found by polling)	received: nothing
09182034-se-dk	p05-webhooks	CONFIRMED	edit milestone sends no webhook (must be found by polling)	received: nothing
09182034-se-dk	p05-webhooks	CONFIRMED	set issue milestone sends a webhook	received: issue_milestone/milestoned by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	add reaction sends no webhook (must be found by polling)	received: nothing
09182034-se-dk	p05-webhooks	CONFIRMED	close issue sends a webhook	received: issues/closed by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	create release sends a webhook	received: push by forgesync, create by forgesync, release/published by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	create wiki page sends a webhook	received: wiki/created by forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	change repo description sends no webhook (must be found by polling)	received: nothing
09182034-se-dk	p05-webhooks	CONFIRMED	add collaborator sends no webhook (must be found by polling)	received: nothing
09182034-se-dk	p05-webhooks	CONFIRMED	add branch protection sends no webhook (must be found by polling)	received: nothing
09182034-se-dk	p05-webhooks	CONFIRMED	Every delivery carries a valid HMAC-SHA256 signature	15/15 valid; headers: X-Forgejo-Signature, X-Gitea-Signature, X-Gogs-Signature, X-Hub-Signature
09182034-se-dk	p05-webhooks	CONFIRMED	A replicated git push shows forgesync as the pusher (so loop prevention can filter it)	pusher=forgesync
09182034-se-dk	p05-webhooks	CONFIRMED	An issue replicated with Sudo: bob shows bob as the sender, so it can't be told apart from bob's own edits	sender=bob. Loop prevention then needs an expected-change record, not a sender filter.
09182034-se-dk	p06-pull-requests	CONFIRMED	The replicated PR gets the same number on both nodes (when no issue was created in between)	SE #1, DK #1. PRs share the issue number sequence, so any issue on a replica shifts them.
09182034-se-dk	p06-pull-requests	CONFIRMED	A review replicated with Sudo: carol is carol's approval	HTTP 200; {"user":"carol","state":"APPROVED","submitted_at":"2026-09-18T20:36:18Z"}
09182034-se-dk	p06-pull-requests	INFO	DK PR after the merged main arrives	open merged=false sha=- by=- (SE merge commit 4f92a142e73195c61e960d356a96e9e28c72d39e)
09182034-se-dk	p06-pull-requests	INFO	Do=manually-merged with the repo's default settings	HTTP 405 manually-merged is not an allowed merge style for this repository
09182034-se-dk	p06-pull-requests	CONFIRMED	With allow_manual_merge on, Do=manually-merged (Sudo: alice) marks the DK PR merged with SE's merge commit	HTTP 200 ; now: closed merged=true sha=4f92a142e73195c61e960d356a96e9e28c72d39e by=alice
09182034-se-dk	p06-pull-requests	CONFIRMED	The manual merge is credited to the sudo user (alice), not forgesync	closed merged=true sha=4f92a142e73195c61e960d356a96e9e28c72d39e by=alice
09182034-se-dk	p06-pull-requests	CONFIRMED	No second merge commit was created on DK (main is still SE's merge commit)	DK main=4f92a142e73195c61e960d356a96e9e28c72d39e
09182034-se-dk	p06-pull-requests	INFO	Repeating manually-merged on an already merged PR	HTTP 405  (whether a retried replication is harmless)
09182034-se-dk	p06-pull-requests	CONFIRMED	With autodetect on, DK marks the PR merged by itself once the merged main arrives	closed merged=true sha=c834b111163bafbb7c72fdd55f9411137fc1392c by=alice (SE merge commit c834b111163bafbb7c72fdd55f9411137fc1392c; merged_by shows who Forgejo credits)
09182034-se-dk	p06-pull-requests	INFO	PR refs Forgejo maintains on DK	refs/pull/1/head refs/pull/2/head 
09182034-se-dk	p06-pull-requests	CONFIRMED	ForgeSync can't push refs/pull/* (Forgejo owns them; replication must exclude them)	exit 1:  ! [remote rejected] HEAD -> refs/pull/999/head (deny updating a hidden ref) error: failed to push some refs to 'http://forgejo-dk.test:3002/alice/p06-09182034-se-dk.git' 
09182034-se-dk	p07-ssh-keys	CONFIRMED	ForgeSync can read a key alice added herself on SE	[{"id":2,"title":"laptop-09182034-se-dk","fingerprint":"SHA256:MMCoLe6iSvC1pLFIpZ+wa0DSXHt9NFusmdKJihC3Iew"}]
09182034-se-dk	p07-ssh-keys	CONFIRMED	ForgeSync can add the same key for alice on DK through the admin API	HTTP 201 
09182034-se-dk	p07-ssh-keys	CONFIRMED	Alice can clone over SSH on DK with the copied key	
09182034-se-dk	p07-ssh-keys	CONFIRMED	Alice can push over SSH on DK with the copied key	
09182034-se-dk	p07-ssh-keys	CONFIRMED	The same key can't be added to a second user on the same node	HTTP 422 Key content has been used as non-deploy key. ForgeSync must treat this as a conflict, not retry.
09182034-se-dk	p07-ssh-keys	CONFIRMED	Keys can be added for a pre-created user who has never logged in	HTTP 201 
09182034-se-dk	p07-ssh-keys	CONFIRMED	After the admin API deletes the key, SSH access on DK stops	DELETE HTTP 204; ls-remote exit 128: fatal: Could not read from remote repository. 
09182034-se-dk	p07-ssh-keys	INFO	Configured SceneID claim 'ssh_public_keys' and set it as the DK login source's SSH key attribute	source id 1
09182034-se-dk	p07-ssh-keys	INFO	Stored a key in the SceneID user's 'sshkeys' attribute	HTTP 204
09182034-se-dk	p07-ssh-keys	CONFIRMED	First login creates the user with the key from the claim	landed on http://forgejo-dk.test:3002/; keys on DK: 1
09182034-se-dk	p07-ssh-keys	CONFIRMED	After the key is removed in SceneID, the next login removes it on DK	SceneID update HTTP 204; landed on http://forgejo-dk.test:3002/
09182034-se-dk	p07-ssh-keys	CONFIRMED	A key ForgeSync added through the admin API survives that login sync	keys now on DK: 1
09182034-se-dk	p07-ssh-keys	INFO	The DK login source's SSH key attribute is reset when this probe exits	so other probes see the default configuration
09182034-se-dk	p08-deprovisioning	INFO	Access before any change	token SE:p08u09182034-se-dk | token DK:p08u09182034-se-dk | session SE:p08u09182034-se-dk | session DK:p08u09182034-se-dk | SSH DK:p08u09182034-se-dk
09182034-se-dk	p08-deprovisioning	CONFIRMED	Before deprovisioning, token, session and SSH access all work (sanity check)	token SE:p08u09182034-se-dk | token DK:p08u09182034-se-dk | session SE:p08u09182034-se-dk | session DK:p08u09182034-se-dk | SSH DK:p08u09182034-se-dk
09182034-se-dk	p08-deprovisioning	CONFIRMED	ForgeSync's SceneID client can disable a user	HTTP 204
09182034-se-dk	p08-deprovisioning	CONFIRMED	A new SceneID login is refused	ended at http://sceneid.test:8080/realms/sceneid/login-actions/authenticate?session_code=8GG5a8PAMqG50lqWIylrGE-J_lzkXO0vfrzLrPkJPeA&execution=d75867ba-1014-4f73-aef6-ccbdd2e5eb18&client_id=forgejo&tab_id=wXlRAjFxf-U&client_data=eyJydSI6Imh0dHA6Ly9mb3JnZWpvLWRrLnRlc3Q6MzAwMi91c2VyL29hdXRoMi9TY2VuZUlEL2NhbGxiYWNrIiwicnQiOiJjb2RlIiwic3QiOiIwMjZlYmVkNi0wMTFhLTRiZGQtOTZmMC1mYjliYjVlNWI0NWYifQ
09182034-se-dk	p08-deprovisioning	INFO	Access after disabling in SceneID	token SE:p08u09182034-se-dk | token DK:p08u09182034-se-dk | session SE:p08u09182034-se-dk | session DK:p08u09182034-se-dk | SSH DK:p08u09182034-se-dk
09182034-se-dk	p08-deprovisioning	CONFIRMED	Existing tokens, sessions and SSH keys keep working after SceneID disables the user (the gap ForgeSync must close)	token SE:p08u09182034-se-dk | token DK:p08u09182034-se-dk | session SE:p08u09182034-se-dk | session DK:p08u09182034-se-dk | SSH DK:p08u09182034-se-dk
09182034-se-dk	p08-deprovisioning	CONFIRMED	ForgeSync can find disabled users by polling SceneID (users?enabled=false)	
09182034-se-dk	p08-deprovisioning	CONFIRMED	Admin API sets prohibit_login on se	HTTP 200 
09182034-se-dk	p08-deprovisioning	CONFIRMED	Admin API sets prohibit_login on dk	HTTP 200 
09182034-se-dk	p08-deprovisioning	INFO	Access after prohibit_login	token SE:no | token DK:no | session SE:no | session DK:no | SSH DK:no
09182034-se-dk	p08-deprovisioning	CONFIRMED	prohibit_login cuts off tokens, sessions and SSH on both nodes	token SE:no | token DK:no | session SE:no | session DK:no | SSH DK:no
09182034-se-dk	p08-deprovisioning	INFO	Access after re-enabling	token SE:p08u09182034-se-dk | token DK:p08u09182034-se-dk | session SE:p08u09182034-se-dk | session DK:p08u09182034-se-dk | SSH DK:p08u09182034-se-dk
09182034-se-dk	p08-deprovisioning	CONFIRMED	Re-enabling in SceneID and clearing prohibit_login restores access, with the same tokens and keys	token SE:p08u09182034-se-dk | token DK:p08u09182034-se-dk | session SE:p08u09182034-se-dk | session DK:p08u09182034-se-dk | SSH DK:p08u09182034-se-dk
