09182034-us-se	p06-pull-requests	INFO	Do=manually-merged with the repo's default settings	HTTP 405 manually-merged is not an allowed merge style for this repository
09182034-us-se	p06-pull-requests	CONFIRMED	With allow_manual_merge on, Do=manually-merged (Sudo: alice) marks the DK PR merged with SE's merge commit	HTTP 200 ; now: closed merged=true sha=956dd5339e6b267fddb2f04e2edcf9184a6fdc98 by=alice
09182034-us-se	p06-pull-requests	CONFIRMED	The manual merge is credited to the sudo user (alice), not forgesync	closed merged=true sha=956dd5339e6b267fddb2f04e2edcf9184a6fdc98 by=alice
09182034-us-se	p06-pull-requests	CONFIRMED	No second merge commit was created on DK (main is still SE's merge commit)	DK main=956dd5339e6b267fddb2f04e2edcf9184a6fdc98
09182034-us-se	p06-pull-requests	INFO	Repeating manually-merged on an already merged PR	HTTP 405  (whether a retried replication is harmless)
09182034-us-se	p06-pull-requests	CONFIRMED	With autodetect on, DK marks the PR merged by itself once the merged main arrives	closed merged=true sha=00c1e5f120279f912e6cb88b59dd8002779eebd3 by=alice (SE merge commit 00c1e5f120279f912e6cb88b59dd8002779eebd3; merged_by shows who Forgejo credits)
09182034-us-se	p06-pull-requests	INFO	PR refs Forgejo maintains on DK	refs/pull/1/head refs/pull/2/head 
09182034-us-se	p06-pull-requests	CONFIRMED	ForgeSync can't push refs/pull/* (Forgejo owns them; replication must exclude them)	exit 1:  ! [remote rejected] HEAD -> refs/pull/999/head (deny updating a hidden ref) error: failed to push some refs to 'http://forgejo-se.test:3001/alice/p06-09182034-us-se.git' 
09182034-us-se	p07-ssh-keys	CONFIRMED	ForgeSync can read a key alice added herself on SE	[{"id":1,"title":"laptop-09182034-us-se","fingerprint":"SHA256:oDXXKoXu8Hzkiqv+6UHBJfax6h+UWc7BO1MPzn7HZTw"}]
09182034-us-se	p07-ssh-keys	CONFIRMED	ForgeSync can add the same key for alice on DK through the admin API	HTTP 201 
09182034-us-se	p07-ssh-keys	CONFIRMED	Alice can clone over SSH on DK with the copied key	
09182034-us-se	p07-ssh-keys	CONFIRMED	Alice can push over SSH on DK with the copied key	
09182034-us-se	p07-ssh-keys	CONFIRMED	The same key can't be added to a second user on the same node	HTTP 422 Key content has been used as non-deploy key. ForgeSync must treat this as a conflict, not retry.
09182034-us-se	p07-ssh-keys	CONFIRMED	Keys can be added for a pre-created user who has never logged in	HTTP 201 
09182034-us-se	p07-ssh-keys	CONFIRMED	After the admin API deletes the key, SSH access on DK stops	DELETE HTTP 204; ls-remote exit 128: fatal: Could not read from remote repository. 
09182034-us-se	p07-ssh-keys	INFO	Configured SceneID claim 'ssh_public_keys' and set it as the DK login source's SSH key attribute	source id 1
09182034-us-se	p07-ssh-keys	INFO	Stored a key in the SceneID user's 'sshkeys' attribute	HTTP 204
09182034-us-se	p07-ssh-keys	CONFIRMED	First login creates the user with the key from the claim	landed on http://forgejo-se.test:3001/; keys on DK: 1
09182034-us-se	p07-ssh-keys	CONFIRMED	After the key is removed in SceneID, the next login removes it on DK	SceneID update HTTP 204; landed on http://forgejo-se.test:3001/
09182034-us-se	p07-ssh-keys	CONFIRMED	A key ForgeSync added through the admin API survives that login sync	keys now on DK: 1
09182034-us-se	p07-ssh-keys	INFO	The DK login source's SSH key attribute is reset when this probe exits	so other probes see the default configuration
09182034-us-se	p08-deprovisioning	INFO	Access before any change	token SE:p08u09182034-us-se | token DK:p08u09182034-us-se | session SE:p08u09182034-us-se | session DK:p08u09182034-us-se | SSH DK:p08u09182034-us-se
09182034-us-se	p08-deprovisioning	CONFIRMED	Before deprovisioning, token, session and SSH access all work (sanity check)	token SE:p08u09182034-us-se | token DK:p08u09182034-us-se | session SE:p08u09182034-us-se | session DK:p08u09182034-us-se | SSH DK:p08u09182034-us-se
09182034-us-se	p08-deprovisioning	CONFIRMED	ForgeSync's SceneID client can disable a user	HTTP 204
09182034-us-se	p08-deprovisioning	CONFIRMED	A new SceneID login is refused	ended at http://sceneid.test:8080/realms/sceneid/login-actions/authenticate?session_code=gNg4VPDtJFFN93lXLnPt39SOn82F65Wk3_A24cCD0jQ&execution=d75867ba-1014-4f73-aef6-ccbdd2e5eb18&client_id=forgejo&tab_id=A9PZVeN4QUc&client_data=eyJydSI6Imh0dHA6Ly9mb3JnZWpvLXNlLnRlc3Q6MzAwMS91c2VyL29hdXRoMi9TY2VuZUlEL2NhbGxiYWNrIiwicnQiOiJjb2RlIiwic3QiOiI5M2E5MDRlNC01MzRmLTQ2ODgtYWRhNS0wMDY3OWMxYzU5ZjYifQ
09182034-us-se	p08-deprovisioning	INFO	Access after disabling in SceneID	token SE:p08u09182034-us-se | token DK:p08u09182034-us-se | session SE:p08u09182034-us-se | session DK:p08u09182034-us-se | SSH DK:p08u09182034-us-se
09182034-us-se	p08-deprovisioning	CONFIRMED	Existing tokens, sessions and SSH keys keep working after SceneID disables the user (the gap ForgeSync must close)	token SE:p08u09182034-us-se | token DK:p08u09182034-us-se | session SE:p08u09182034-us-se | session DK:p08u09182034-us-se | SSH DK:p08u09182034-us-se
09182034-us-se	p08-deprovisioning	CONFIRMED	ForgeSync can find disabled users by polling SceneID (users?enabled=false)	
09182034-us-se	p08-deprovisioning	CONFIRMED	Admin API sets prohibit_login on se	HTTP 200 
09182034-us-se	p08-deprovisioning	CONFIRMED	Admin API sets prohibit_login on dk	HTTP 200 
09182034-us-se	p08-deprovisioning	INFO	Access after prohibit_login	token SE:no | token DK:no | session SE:no | session DK:no | SSH DK:no
09182034-us-se	p08-deprovisioning	CONFIRMED	prohibit_login cuts off tokens, sessions and SSH on both nodes	token SE:no | token DK:no | session SE:no | session DK:no | SSH DK:no
09182034-us-se	p08-deprovisioning	INFO	Access after re-enabling	token SE:p08u09182034-us-se | token DK:p08u09182034-us-se | session SE:p08u09182034-us-se | session DK:p08u09182034-us-se | SSH DK:p08u09182034-us-se
09182034-us-se	p08-deprovisioning	CONFIRMED	Re-enabling in SceneID and clearing prohibit_login restores access, with the same tokens and keys	token SE:p08u09182034-us-se | token DK:p08u09182034-us-se | session SE:p08u09182034-us-se | session DK:p08u09182034-us-se | SSH DK:p08u09182034-us-se
